Hubald model simulation data
""
starting_time = Wed Sep 20 15:56:28 2023
finishing_time = Wed Sep 20 16:57:25 2023
elapsed_time = 3657.79722905159 s
starting_sats = 10000
sigma = 2000
active_percentage = 0.3
aLimits = [6570000, 8370000]
small_fragments = 100000000
large_fragments = 100000
timestep = 3
tmax = 1200
starts_per_timestep = 50
deorbits_per_timestep = 5

Time;Collisions per iteration;Total collisions;Total satellites;Active satellites;Passive satellites;Small fragments;Large fragments
0.0;1.0;1.0;10023.0;3042.0;6981.0;100000000.0;100000.0
3.0;0.0;1.0;10070.0;3089.0;6981.0;100000000.0;100000.0
6.0;0.0;1.0;10114.0;3132.0;6982.0;100000000.0;100000.0
9.0;0.0;1.0;10144.0;3162.0;6982.0;100000000.0;100000.0
12.0;0.0;1.0;10142.0;3166.0;6976.0;100100000.0;100400.0
15.0;0.0;1.0;10164.0;3192.0;6972.0;100250000.0;101000.0
18.0;0.0;1.0;10168.0;3200.0;6968.0;100250000.0;101000.0
21.0;0.0;1.0;10194.0;3228.0;6966.0;100250000.0;101000.0
24.0;0.0;1.0;10214.0;3251.0;6963.0;100300000.0;101200.0
27.0;0.0;1.0;10224.0;3263.0;6961.0;100300000.0;101200.0
30.0;0.0;1.0;10261.0;3300.0;6961.0;100300000.0;101200.0
33.0;0.0;1.0;10264.0;3307.0;6957.0;100350000.0;101400.0
36.0;0.0;1.0;10264.0;3309.0;6955.0;100350000.0;101400.0
39.0;0.0;1.0;10303.0;3350.0;6953.0;100400000.0;101600.0
42.0;0.0;1.0;10320.0;3367.0;6953.0;100400000.0;101600.0
45.0;0.0;1.0;10364.0;3411.0;6953.0;100400000.0;101600.0
48.0;0.0;1.0;10366.0;3417.0;6949.0;100400000.0;101600.0
51.0;0.0;1.0;10413.0;3466.0;6947.0;100450000.0;101800.0
54.0;0.0;1.0;10420.0;3473.0;6947.0;100450000.0;101800.0
57.0;0.0;1.0;10455.0;3510.0;6945.0;100450000.0;101800.0
60.0;0.0;1.0;10501.0;3559.0;6942.0;100500000.0;102000.0
63.0;0.0;1.0;10535.0;3596.0;6939.0;100500000.0;102000.0
66.0;0.0;1.0;10552.0;3615.0;6937.0;100550000.0;102200.0
69.0;0.0;1.0;10588.0;3656.0;6932.0;100600000.0;102400.0
72.0;0.0;1.0;10598.0;3668.0;6930.0;100600000.0;102400.0
75.0;0.0;1.0;10604.0;3676.0;6928.0;100600000.0;102400.0
78.0;0.0;1.0;10621.0;3696.0;6925.0;100600000.0;102400.0
81.0;0.0;1.0;10668.0;3745.0;6923.0;100600000.0;102400.0
84.0;0.0;1.0;10682.0;3761.0;6921.0;100600000.0;102400.0
87.0;0.0;1.0;10691.0;3772.0;6919.0;100600000.0;102400.0
90.0;0.0;1.0;10705.0;3789.0;6916.0;100600000.0;102400.0
93.0;0.0;1.0;10713.0;3798.0;6915.0;100600000.0;102400.0
96.0;0.0;1.0;10722.0;3811.0;6911.0;100650000.0;102600.0
99.0;0.0;1.0;10741.0;3830.0;6911.0;100650000.0;102600.0
102.0;0.0;1.0;10785.0;3876.0;6909.0;100650000.0;102600.0
105.0;0.0;1.0;10802.0;3897.0;6905.0;100650000.0;102600.0
108.0;0.0;1.0;10829.0;3926.0;6903.0;100650000.0;102600.0
111.0;0.0;1.0;10874.0;3975.0;6899.0;100650000.0;102600.0
114.0;0.0;1.0;10886.0;3990.0;6896.0;100750000.0;103000.0
117.0;0.0;1.0;10888.0;3991.0;6897.0;100750000.0;103000.0
120.0;0.0;1.0;10897.0;4004.0;6893.0;100750000.0;103000.0
123.0;0.0;1.0;10900.0;4010.0;6890.0;100800000.0;103200.0
126.0;0.0;1.0;10933.0;4047.0;6886.0;100800000.0;103200.0
129.0;1.0;2.0;10974.0;4091.0;6883.0;100800000.0;103200.0
132.0;0.0;2.0;10970.0;4092.0;6878.0;100850000.0;103400.0
135.0;0.0;2.0;10980.0;4102.0;6878.0;100850000.0;103400.0
138.0;0.0;2.0;10996.0;4118.0;6878.0;100850000.0;103400.0
141.0;0.0;2.0;11027.0;4152.0;6875.0;100850000.0;103400.0
144.0;0.0;2.0;11039.0;4167.0;6872.0;100900000.0;103600.0
147.0;0.0;2.0;11064.0;4192.0;6872.0;100900000.0;103600.0
150.0;0.0;2.0;11087.0;4217.0;6870.0;100950000.0;103800.0
153.0;0.0;2.0;11135.0;4266.0;6869.0;101000000.0;104000.0
156.0;0.0;2.0;11146.0;4282.0;6864.0;101050000.0;104200.0
159.0;0.0;2.0;11167.0;4306.0;6861.0;101050000.0;104200.0
162.0;0.0;2.0;11163.0;4306.0;6857.0;101050000.0;104200.0
165.0;0.0;2.0;11173.0;4318.0;6855.0;101050000.0;104200.0
168.0;0.0;2.0;11174.0;4323.0;6851.0;101050000.0;104200.0
171.0;0.0;2.0;11212.0;4361.0;6851.0;101050000.0;104200.0
174.0;0.0;2.0;11244.0;4393.0;6851.0;101050000.0;104200.0
177.0;0.0;2.0;11274.0;4423.0;6851.0;101050000.0;104200.0
180.0;0.0;2.0;11287.0;4440.0;6847.0;101100000.0;104400.0
183.0;0.0;2.0;11297.0;4452.0;6845.0;101100000.0;104400.0
186.0;0.0;2.0;11341.0;4500.0;6841.0;101100000.0;104400.0
189.0;0.0;2.0;11380.0;4540.0;6840.0;101100000.0;104400.0
192.0;0.0;2.0;11399.0;4560.0;6839.0;101100000.0;104400.0
195.0;0.0;2.0;11423.0;4587.0;6836.0;101100000.0;104400.0
198.0;0.0;2.0;11443.0;4607.0;6836.0;101100000.0;104400.0
201.0;0.0;2.0;11439.0;4607.0;6832.0;101150000.0;104600.0
204.0;0.0;2.0;11452.0;4623.0;6829.0;101150000.0;104600.0
207.0;0.0;2.0;11460.0;4634.0;6826.0;101150000.0;104600.0
210.0;0.0;2.0;11500.0;4675.0;6825.0;101150000.0;104600.0
213.0;0.0;2.0;11510.0;4688.0;6822.0;101150000.0;104600.0
216.0;0.0;2.0;11541.0;4721.0;6820.0;101150000.0;104600.0
219.0;0.0;2.0;11541.0;4724.0;6817.0;101150000.0;104600.0
222.0;0.0;2.0;11548.0;4735.0;6813.0;101150000.0;104600.0
225.0;0.0;2.0;11545.0;4736.0;6809.0;101150000.0;104600.0
228.0;0.0;2.0;11569.0;4763.0;6806.0;101150000.0;104600.0
231.0;0.0;2.0;11609.0;4804.0;6805.0;101150000.0;104600.0
234.0;0.0;2.0;11626.0;4822.0;6804.0;101200000.0;104800.0
237.0;0.0;2.0;11625.0;4822.0;6803.0;101200000.0;104800.0
240.0;0.0;2.0;11648.0;4849.0;6799.0;101200000.0;104800.0
243.0;0.0;2.0;11695.0;4896.0;6799.0;101200000.0;104800.0
246.0;0.0;2.0;11724.0;4927.0;6797.0;101200000.0;104800.0
249.0;0.0;2.0;11732.0;4936.0;6796.0;101200000.0;104800.0
252.0;0.0;2.0;11740.0;4945.0;6795.0;101200000.0;104800.0
255.0;0.0;2.0;11752.0;4961.0;6791.0;101200000.0;104800.0
258.0;0.0;2.0;11787.0;4999.0;6788.0;101200000.0;104800.0
261.0;0.0;2.0;11795.0;5008.0;6787.0;101250000.0;105000.0
264.0;0.0;2.0;11799.0;5012.0;6787.0;101250000.0;105000.0
267.0;0.0;2.0;11827.0;5044.0;6783.0;101250000.0;105000.0
270.0;0.0;2.0;11866.0;5086.0;6780.0;101250000.0;105000.0
273.0;0.0;2.0;11877.0;5099.0;6778.0;101250000.0;105000.0
276.0;0.0;2.0;11876.0;5100.0;6776.0;101250000.0;105000.0
279.0;0.0;2.0;11885.0;5112.0;6773.0;101250000.0;105000.0
282.0;0.0;2.0;11929.0;5158.0;6771.0;101250000.0;105000.0
285.0;0.0;2.0;11930.0;5163.0;6767.0;101250000.0;105000.0
