Hubald model simulation data
""
starting_time = Wed Sep 20 16:57:29 2023
finishing_time = Wed Sep 20 19:20:06 2023
elapsed_time = 8556.842414140701 s
starting_sats = 10000
sigma = 2000
active_percentage = 0.3
aLimits = [6570000, 8370000]
small_fragments = 100000000
large_fragments = 100000
timestep = 3
tmax = 1200
starts_per_timestep = 100
deorbits_per_timestep = 5

Time;Collisions per iteration;Total collisions;Total satellites;Active satellites;Passive satellites;Small fragments;Large fragments
528.0;0.0;2.0;18221.0;11620.0;6601.0;103150000.0;112600.0
531.0;0.0;2.0;18276.0;11678.0;6598.0;103150000.0;112600.0
534.0;1.0;3.0;18338.0;11743.0;6595.0;103250000.0;113000.0
537.0;0.0;3.0;18393.0;11800.0;6593.0;103300000.0;113200.0
540.0;0.0;3.0;18433.0;11841.0;6592.0;103350000.0;113400.0
543.0;0.0;3.0;18507.0;11915.0;6592.0;103350000.0;113400.0
546.0;0.0;3.0;18510.0;11919.0;6591.0;103350000.0;113400.0
549.0;0.0;3.0;18594.0;12006.0;6588.0;103350000.0;113400.0
552.0;0.0;3.0;18680.0;12096.0;6584.0;103400000.0;113600.0
555.0;0.0;3.0;18709.0;12128.0;6581.0;103450000.0;113800.0
558.0;0.0;3.0;18764.0;12183.0;6581.0;103450000.0;113800.0
561.0;0.0;3.0;18788.0;12206.0;6582.0;103500000.0;114000.0
564.0;0.0;3.0;18823.0;12245.0;6578.0;103600000.0;114400.0
567.0;0.0;3.0;18914.0;12340.0;6574.0;103600000.0;114400.0
570.0;0.0;3.0;18922.0;12352.0;6570.0;103650000.0;114600.0
573.0;0.0;3.0;18952.0;12385.0;6567.0;103650000.0;114600.0
576.0;0.0;3.0;19047.0;12484.0;6563.0;103700000.0;114800.0
579.0;0.0;3.0;19130.0;12567.0;6563.0;103700000.0;114800.0
582.0;0.0;3.0;19159.0;12596.0;6563.0;103700000.0;114800.0
585.0;0.0;3.0;19238.0;12675.0;6563.0;103700000.0;114800.0
588.0;0.0;3.0;19248.0;12687.0;6561.0;103750000.0;115000.0
591.0;0.0;3.0;19282.0;12721.0;6561.0;103750000.0;115000.0
594.0;0.0;3.0;19310.0;12750.0;6560.0;103750000.0;115000.0
597.0;0.0;3.0;19314.0;12754.0;6560.0;103750000.0;115000.0
600.0;0.0;3.0;19327.0;12768.0;6559.0;103850000.0;115400.0
603.0;0.0;3.0;19390.0;12831.0;6559.0;103950000.0;115800.0
606.0;0.0;3.0;19398.0;12842.0;6556.0;103950000.0;115800.0
609.0;0.0;3.0;19398.0;12844.0;6554.0;103950000.0;115800.0
612.0;0.0;3.0;19450.0;12898.0;6552.0;104000000.0;116000.0
615.0;0.0;3.0;19461.0;12911.0;6550.0;104000000.0;116000.0
618.0;0.0;3.0;19514.0;12965.0;6549.0;104050000.0;116200.0
621.0;0.0;3.0;19594.0;13049.0;6545.0;104050000.0;116200.0
624.0;0.0;3.0;19666.0;13125.0;6541.0;104100000.0;116400.0
627.0;0.0;3.0;19721.0;13183.0;6538.0;104150000.0;116600.0
630.0;0.0;3.0;19789.0;13252.0;6537.0;104150000.0;116600.0
633.0;0.0;3.0;19801.0;13265.0;6536.0;104150000.0;116600.0
636.0;0.0;3.0;19850.0;13317.0;6533.0;104250000.0;117000.0
639.0;0.0;3.0;19942.0;13409.0;6533.0;104300000.0;117200.0
642.0;0.0;3.0;20008.0;13477.0;6531.0;104350000.0;117400.0
645.0;0.0;3.0;20045.0;13514.0;6531.0;104350000.0;117400.0
648.0;0.0;3.0;20060.0;13533.0;6527.0;104350000.0;117400.0
651.0;0.0;3.0;20116.0;13588.0;6528.0;104450000.0;117800.0
654.0;0.0;3.0;20167.0;13644.0;6523.0;104500000.0;118000.0
657.0;0.0;3.0;20259.0;13739.0;6520.0;104550000.0;118200.0
660.0;0.0;3.0;20347.0;13833.0;6514.0;104700000.0;118800.0
663.0;0.0;3.0;20421.0;13909.0;6512.0;104700000.0;118800.0
666.0;0.0;3.0;20471.0;13960.0;6511.0;104700000.0;118800.0
669.0;0.0;3.0;20503.0;13994.0;6509.0;104700000.0;118800.0
672.0;0.0;3.0;20513.0;14006.0;6507.0;104750000.0;119000.0
675.0;0.0;3.0;20566.0;14059.0;6507.0;104750000.0;119000.0
678.0;0.0;3.0;20629.0;14122.0;6507.0;104800000.0;119200.0
681.0;0.0;3.0;20638.0;14134.0;6504.0;104900000.0;119600.0
684.0;0.0;3.0;20698.0;14195.0;6503.0;104900000.0;119600.0
687.0;0.0;3.0;20742.0;14241.0;6501.0;104900000.0;119600.0
690.0;0.0;3.0;20779.0;14281.0;6498.0;104900000.0;119600.0
693.0;0.0;3.0;20821.0;14324.0;6497.0;104950000.0;119800.0
696.0;0.0;3.0;20916.0;14422.0;6494.0;105000000.0;120000.0
699.0;0.0;3.0;20972.0;14484.0;6488.0;105100000.0;120400.0
702.0;0.0;3.0;20994.0;14508.0;6486.0;105100000.0;120400.0
705.0;0.0;3.0;21055.0;14569.0;6486.0;105100000.0;120400.0
708.0;0.0;3.0;21057.0;14575.0;6482.0;105100000.0;120400.0
711.0;0.0;3.0;21146.0;14666.0;6480.0;105100000.0;120400.0
714.0;0.0;3.0;21177.0;14698.0;6479.0;105150000.0;120600.0
717.0;0.0;3.0;21261.0;14785.0;6476.0;105250000.0;121000.0
720.0;0.0;3.0;21353.0;14880.0;6473.0;105300000.0;121200.0
723.0;0.0;3.0;21436.0;14963.0;6473.0;105300000.0;121200.0
726.0;0.0;3.0;21528.0;15058.0;6470.0;105300000.0;121200.0
729.0;0.0;3.0;21570.0;15099.0;6471.0;105350000.0;121400.0
732.0;0.0;3.0;21600.0;15131.0;6469.0;105350000.0;121400.0
735.0;0.0;3.0;21619.0;15151.0;6468.0;105350000.0;121400.0
738.0;0.0;3.0;21653.0;15189.0;6464.0;105450000.0;121800.0
741.0;0.0;3.0;21697.0;15236.0;6461.0;105450000.0;121800.0
744.0;0.0;3.0;21730.0;15273.0;6457.0;105500000.0;122000.0
747.0;0.0;3.0;21796.0;15344.0;6452.0;105650000.0;122600.0
750.0;0.0;3.0;21801.0;15352.0;6449.0;105750000.0;123000.0
753.0;0.0;3.0;21805.0;15358.0;6447.0;105750000.0;123000.0
756.0;0.0;3.0;21892.0;15448.0;6444.0;105750000.0;123000.0
759.0;0.0;3.0;21931.0;15488.0;6443.0;105750000.0;123000.0
762.0;0.0;3.0;21991.0;15552.0;6439.0;105800000.0;123200.0
765.0;0.0;3.0;21997.0;15561.0;6436.0;105800000.0;123200.0
768.0;0.0;3.0;22072.0;15640.0;6432.0;105800000.0;123200.0
771.0;0.0;3.0;22151.0;15722.0;6429.0;105850000.0;123400.0
774.0;0.0;3.0;22174.0;15747.0;6427.0;105900000.0;123600.0
777.0;0.0;3.0;22198.0;15774.0;6424.0;105900000.0;123600.0
780.0;0.0;3.0;22238.0;15818.0;6420.0;105900000.0;123600.0
783.0;0.0;3.0;22244.0;15824.0;6420.0;105900000.0;123600.0
786.0;0.0;3.0;22283.0;15865.0;6418.0;105900000.0;123600.0
789.0;0.0;3.0;22346.0;15929.0;6417.0;105900000.0;123600.0
792.0;0.0;3.0;22383.0;15969.0;6414.0;105950000.0;123800.0
795.0;0.0;3.0;22432.0;16023.0;6409.0;106000000.0;124000.0
798.0;0.0;3.0;22527.0;16118.0;6409.0;106050000.0;124200.0
801.0;0.0;3.0;22565.0;16156.0;6409.0;106050000.0;124200.0
804.0;0.0;3.0;22599.0;16193.0;6406.0;106050000.0;124200.0
807.0;0.0;3.0;22649.0;16247.0;6402.0;106100000.0;124400.0
810.0;1.0;4.0;22688.0;16287.0;6401.0;106150000.0;124600.0
813.0;0.0;4.0;22724.0;16326.0;6398.0;106150000.0;124600.0
816.0;0.0;4.0;22735.0;16340.0;6395.0;106150000.0;124600.0
819.0;0.0;4.0;22744.0;16348.0;6396.0;106150000.0;124600.0
822.0;0.0;4.0;22763.0;16367.0;6396.0;106150000.0;124600.0
825.0;0.0;4.0;22829.0;16431.0;6398.0;106150000.0;124600.0
828.0;0.0;4.0;22865.0;16471.0;6394.0;106150000.0;124600.0
831.0;0.0;4.0;22894.0;16502.0;6392.0;106200000.0;124800.0
834.0;0.0;4.0;22933.0;16544.0;6389.0;106200000.0;124800.0
837.0;0.0;4.0;23015.0;16627.0;6388.0;106200000.0;124800.0
840.0;0.0;4.0;23044.0;16659.0;6385.0;106250000.0;125000.0
843.0;0.0;4.0;23095.0;16711.0;6384.0;106300000.0;125200.0
846.0;0.0;4.0;23159.0;16776.0;6383.0;106350000.0;125400.0
849.0;0.0;4.0;23253.0;16872.0;6381.0;106350000.0;125400.0
852.0;0.0;4.0;23276.0;16894.0;6382.0;106350000.0;125400.0
855.0;0.0;4.0;23285.0;16906.0;6379.0;106400000.0;125600.0
858.0;0.0;4.0;23358.0;16979.0;6379.0;106450000.0;125800.0
861.0;0.0;4.0;23381.0;17006.0;6375.0;106500000.0;126000.0
864.0;0.0;4.0;23443.0;17070.0;6373.0;106500000.0;126000.0
867.0;0.0;4.0;23519.0;17146.0;6373.0;106500000.0;126000.0
870.0;0.0;4.0;23530.0;17158.0;6372.0;106550000.0;126200.0
