Hubald model simulation data
""
starting_time = Wed Mar  6 20:13:33 2024
finishing_time = Wed Mar  6 23:36:54 2024
elapsed_time = 12200.594439983368 s
matrix_mode = import
launch_mode = njit
accuracy = 20
prob_thresh = 10**(-15)
starting_sats = 50000
sigma = 2000
fragment_collision_prob = 0.0003
active_percentage = 0.8
aLimits = [200000, 2000000]
small_fragments = 100000000
large_fragments = 100000
timestep = 3
tmax = 1200
starts_per_timestep = 100
deorbits_per_timestep = 10
num_workers = 12

Time;Collisions per iteration;Total collisions;Total satellites;Active satellites;Passive satellites;Small fragments;Large fragments;Small fragment collisions;Large fragment collisions
0.0;23.0;0.0;50009.0;14986.0;35023.0;100441000.0;109800.0;1.0;3.0;40.628681898117065
3.0;1.0;23.0;50091.0;15066.0;35025.0;100468000.0;110400.0;1.0;1.0;40.09145998954773
6.0;1.0;24.0;50170.0;15129.0;35041.0;100522000.0;111600.0;0.0;4.0;40.01013517379761
9.0;0.0;25.0;50249.0;15204.0;35045.0;100576000.0;112800.0;0.0;6.0;40.323667764663696
12.0;5.0;25.0;50319.0;15278.0;35041.0;100711000.0;115800.0;3.0;5.0;40.521284103393555
15.0;1.0;30.0;50398.0;15350.0;35048.0;100765000.0;117000.0;0.0;4.0;41.03184103965759
18.0;0.0;31.0;50480.0;15425.0;35055.0;100792000.0;117600.0;1.0;3.0;41.33053493499756
21.0;0.0;31.0;50561.0;15500.0;35061.0;100828000.0;118400.0;2.0;4.0;41.45496392250061
24.0;2.0;31.0;50640.0;15570.0;35070.0;100882000.0;119600.0;0.0;2.0;41.5218620300293
27.0;0.0;33.0;50722.0;15639.0;35083.0;100909000.0;120200.0;4.0;3.0;41.62990689277649
30.0;1.0;33.0;50801.0;15713.0;35088.0;100963000.0;121400.0;1.0;4.0;41.748615026474
33.0;0.0;34.0;50877.0;15780.0;35097.0;101044000.0;123200.0;1.0;9.0;41.69046211242676
36.0;2.0;34.0;50953.0;15853.0;35100.0;101125000.0;125000.0;3.0;5.0;42.07982397079468
39.0;0.0;36.0;51037.0;15928.0;35109.0;101134000.0;125200.0;1.0;1.0;42.47350597381592
42.0;0.0;36.0;51120.0;16003.0;35117.0;101152000.0;125600.0;1.0;2.0;42.058351278305054
45.0;0.0;36.0;51202.0;16073.0;35129.0;101179000.0;126200.0;5.0;3.0;41.90064096450806
48.0;0.0;36.0;51282.0;16145.0;35137.0;101224000.0;127200.0;0.0;5.0;42.25129294395447
51.0;0.0;36.0;51363.0;16212.0;35151.0;101260000.0;128000.0;2.0;4.0;42.1643283367157
54.0;0.0;36.0;51441.0;16285.0;35156.0;101323000.0;129400.0;1.0;7.0;42.12082600593567
57.0;1.0;36.0;51516.0;16358.0;35158.0;101413000.0;131400.0;1.0;8.0;42.28287196159363
60.0;1.0;37.0;51593.0;16434.0;35159.0;101485000.0;133000.0;0.0;6.0;43.10659694671631
63.0;1.0;38.0;51673.0;16509.0;35164.0;101530000.0;134000.0;1.0;3.0;42.271986961364746
66.0;0.0;39.0;51756.0;16579.0;35177.0;101548000.0;134400.0;2.0;2.0;42.490525007247925
69.0;0.0;39.0;51840.0;16656.0;35184.0;101557000.0;134600.0;1.0;1.0;42.523524045944214
72.0;0.0;39.0;51921.0;16727.0;35194.0;101593000.0;135400.0;1.0;4.0;42.585755825042725
75.0;0.0;39.0;52002.0;16804.0;35198.0;101629000.0;136200.0;0.0;4.0;42.458635091781616
