1.000000000000000000e+00,4.442000000000000000e+03,1.000000000000000000e+00
4.000000000000000000e+00,2.876000000000000000e+03,1.649054537417748989e-02
9.000000000000000000e+00,2.821800000000000000e+04,3.662460901212545306e-01
1.100000000000000000e+01,2.512800000000000000e+04,7.822678060875887240e-09
1.500000000000000000e+01,3.465200000000000000e+04,2.840451207575256376e-09
2.000000000000000000e+01,3.715000000000000000e+03,3.165454820948876424e-03
2.200000000000000000e+01,2.610000000000000000e+04,2.167143964282303159e-08
2.400000000000000000e+01,4.566800000000000000e+04,9.505430864575892258e-05
2.500000000000000000e+01,1.810600000000000000e+04,4.696338895104901212e-04
2.900000000000000000e+01,4.031000000000000000e+04,6.798942737890723009e-03
3.700000000000000000e+01,1.023300000000000000e+04,2.012607950618860997e-05
4.100000000000000000e+01,3.544800000000000000e+04,1.358047008181983983e-10
4.300000000000000000e+01,3.933000000000000000e+04,5.615237164136033243e-10
5.500000000000000000e+01,3.665400000000000000e+04,1.198416921255329726e-10
6.300000000000000000e+01,2.702400000000000000e+04,1.079708777940169284e-08
8.000000000000000000e+01,1.430000000000000000e+04,6.505867099150272059e-01
8.400000000000000000e+01,2.109900000000000000e+04,2.944896215529957395e-03
8.500000000000000000e+01,1.492000000000000000e+03,3.652951718891017663e-09
8.500000000000000000e+01,2.289600000000000000e+04,9.306938025276156878e-03
8.500000000000000000e+01,2.786700000000000000e+04,4.848142580726744200e-07
9.200000000000000000e+01,1.559500000000000000e+04,3.143548432671394721e-08
9.200000000000000000e+01,2.524500000000000000e+04,9.898558972487592200e-09
9.900000000000000000e+01,4.917000000000000000e+04,6.386666350108932688e-01
1.090000000000000000e+02,5.580000000000000000e+02,5.549171788743478828e-09
1.130000000000000000e+02,2.423100000000000000e+04,6.994771981050362797e-04
1.170000000000000000e+02,1.384600000000000000e+04,9.643824894212116305e-07
1.200000000000000000e+02,1.670000000000000000e+02,1.147710290394510224e-05
1.220000000000000000e+02,4.550500000000000000e+04,9.049613788500263656e-01
1.260000000000000000e+02,1.867600000000000000e+04,3.234331206525276059e-06
1.360000000000000000e+02,5.652000000000000000e+03,3.121404323563892191e-04
1.390000000000000000e+02,2.494100000000000000e+04,1.014836558334009098e-04
1.400000000000000000e+02,2.618500000000000000e+04,8.408255203207204431e-09
1.410000000000000000e+02,7.374000000000000000e+03,8.887190983131176836e-09
1.410000000000000000e+02,3.436000000000000000e+04,9.230002862015140863e-07
1.480000000000000000e+02,1.500000000000000000e+04,1.189023945968870066e-07
1.480000000000000000e+02,2.223500000000000000e+04,6.316480420931469553e-07
1.490000000000000000e+02,2.802800000000000000e+04,1.326294407966166489e-06
1.550000000000000000e+02,4.095000000000000000e+03,2.918006279806206749e-05
1.590000000000000000e+02,4.247000000000000000e+03,3.476753809206201140e-05
