Hubald model simulation data
""
starting_time = Fri Mar  8 09:12:39 2024
finishing_time = Fri Mar  8 22:45:09 2024
elapsed_time = 48750.01215171814 s
matrix_mode = import
launch_mode = njit
accuracy = 20
prob_thresh = 10**(-15)
starting_sats = 50000
sigma = 2000
fragment_collision_prob = 0.0003
active_percentage = 0.8
aLimits = [200000, 2000000]
small_fragments = 100000000
large_fragments = 100000
timestep = 3
tmax = 1200
starts_per_timestep = 400
deorbits_per_timestep = 40
num_workers = 12

Time;Collisions per iteration;Total collisions;Total satellites;Active satellites;Passive satellites;Small fragments;Large fragments;Small fragment collisions;Large fragment collisions
0.0;23.0;0.0;50304.0;15242.0;35062.0;100459000.0;110200.0;0.0;5.0;124.95526027679443
3.0;2.0;23.0;50648.0;15553.0;35095.0;100558000.0;112400.0;3.0;7.0;127.01060009002686
6.0;3.0;25.0;50996.0;15870.0;35126.0;100621000.0;113800.0;1.0;1.0;126.84635996818542
9.0;1.0;28.0;51341.0;16185.0;35156.0;100711000.0;115800.0;1.0;8.0;128.52313899993896
12.0;0.0;29.0;51693.0;16495.0;35198.0;100738000.0;116400.0;1.0;3.0;129.23504304885864
15.0;0.0;29.0;52042.0;16811.0;35231.0;100792000.0;117600.0;1.0;6.0;130.18290781974792
18.0;0.0;29.0;52395.0;17136.0;35259.0;100810000.0;118000.0;1.0;2.0;130.29933404922485
21.0;1.0;29.0;52742.0;17449.0;35293.0;100882000.0;119600.0;2.0;6.0;131.28823399543762
24.0;0.0;30.0;53091.0;17762.0;35329.0;100936000.0;120800.0;1.0;6.0;132.18346691131592
27.0;2.0;30.0;53437.0;18067.0;35370.0;101017000.0;122600.0;1.0;5.0;132.37837600708008
30.0;0.0;32.0;53789.0;18388.0;35401.0;101044000.0;123200.0;2.0;3.0;133.7190101146698
33.0;3.0;32.0;54135.0;18705.0;35430.0;101125000.0;125000.0;0.0;3.0;134.83907890319824
36.0;0.0;35.0;54487.0;19027.0;35460.0;101152000.0;125600.0;0.0;3.0;135.4498188495636
39.0;0.0;35.0;54837.0;19349.0;35488.0;101197000.0;126600.0;1.0;5.0;135.75700211524963
42.0;0.0;35.0;55190.0;19654.0;35536.0;101215000.0;127000.0;2.0;2.0;136.75991106033325
45.0;0.0;35.0;55537.0;19964.0;35573.0;101287000.0;128600.0;1.0;8.0;136.72998309135437
48.0;0.0;35.0;55890.0;20294.0;35596.0;101305000.0;129000.0;1.0;2.0;137.51206183433533
51.0;0.0;35.0;56237.0;20609.0;35628.0;101377000.0;130600.0;2.0;8.0;138.76470398902893
54.0;0.0;35.0;56587.0;20922.0;35665.0;101422000.0;131600.0;1.0;5.0;139.54624009132385
57.0;0.0;35.0;56934.0;21228.0;35706.0;101494000.0;133200.0;2.0;8.0;140.76881408691406
60.0;0.0;35.0;57281.0;21536.0;35745.0;101566000.0;134800.0;2.0;8.0;140.30246591567993
