-7.629339074868554116e-01,-1.115387847431750235e-01,-4.962149325263806587e-02,-9.719941279022877856e-01,6.445692827107236678e-01,-2.068490145528536495e-01
-7.690052130371248795e-01,2.035558315471460156e-01,3.009907234759179318e-02,-9.353638659655422183e-01,6.385334980762877866e-01,2.892394538944246807e-01
-1.092303968766171751e-01,-8.736265059202082961e-01,4.590170422440523756e-01,-4.674570155081124168e-01,8.816870620167330808e-01,1.351320347138177946e-01
-8.690062736726734682e-01,3.399056931613377297e-01,-2.067357141901058903e-01,-9.096531189246539473e-01,4.495424794119476375e-01,2.387369325997964475e-01
-3.629318238574761324e-01,8.093890841989290763e-01,-4.927209725893123005e-01,-5.872463680241098993e-01,7.908897106437332569e-01,5.568987530112266653e-03
-8.326668180714572598e-01,2.067787400432990474e-01,-1.803452046156228672e-01,-9.783538429103816325e-01,5.235853103887689874e-01,-8.143139971419511430e-03
5.416784777642192489e-02,-8.479288311435625447e-01,9.982950109873447442e-01,3.448559628060417215e-02,2.174661594473156073e-02,5.289871841213952264e-01
7.421379275553745547e-01,-6.234848201845791804e-01,6.042890569087947528e-01,4.636735448255083769e-01,2.899414288853755517e-01,6.295025995405819641e-01
4.133081620766125841e-01,9.021534391978740519e-01,-9.101154979086277796e-01,4.048747623126782713e-01,2.943031816652451338e-02,-1.489818746885002709e-01
7.848992749160668136e-01,6.196135875880371957e-01,-6.196200668110449783e-01,7.848643126959677918e-01,2.025102789659436343e-03,-8.186130500299005144e-03
-1.428276435572078951e-01,-9.848993632690511424e-01,9.834905456556241043e-01,-1.523279051238713988e-01,1.111153042649746375e-01,8.227668899992506002e-02
7.325127972887677252e-01,-6.765360746654627278e-01,6.060642622069489782e-01,5.974928614334478194e-01,3.100179218750609422e-01,4.304662823175796071e-01
8.890726747061243884e-01,-4.277994825204395335e-01,3.583707172394482443e-01,4.290486893918245004e-01,2.848160952547822977e-01,7.955531565435471908e-01
-4.096593182842556691e-01,-6.855861933140878772e-01,9.071596879600888341e-01,-3.756770308306569550e-01,9.612774564626538898e-02,6.235690339035124818e-01
-1.368056805852057856e-01,9.474513623256425321e-01,-2.622565936023592004e-01,-3.161411654624297074e-01,9.552516343203530935e-01,4.889457564332183592e-02
-7.821978529132975755e-01,3.672467979892323209e-01,-4.599026400240601720e-01,-8.853024371664646175e-01,4.203047472926367267e-01,-2.852531929948797229e-01
7.681412082280686393e-01,3.233705945232903112e-01,-6.401261896511886151e-01,3.689064209288880347e-01,1.405508963234768441e-02,-8.714008900586983630e-01
-4.522733781907686823e-01,-7.732514368196585774e-01,5.738769342187878264e-01,-6.337686240100373070e-01,6.827254614788840215e-01,2.048283859130653126e-02
-6.578309437813248950e-01,2.126918118235182065e-01,1.377344233858784628e-01,-9.091479043725146925e-01,7.404645015247732776e-01,3.580674254359005326e-01
-7.519047259104838510e-01,-5.180202214572795505e-01,4.478630888140661126e-01,-8.552641228678226071e-01,4.837953460208190837e-01,-1.335403671123769169e-02
9.086553830421627564e-01,4.175429800258387836e-01,-4.175438395028582828e-01,9.086238088184841466e-01,1.592784264046862150e-03,-7.786775926699104726e-03
-9.306027325962914487e-01,3.657097727750505123e-01,-1.127187327041544035e-01,-3.261651335417885544e-01,3.482427908541461670e-01,8.717067555998910811e-01
-9.182357772552607322e-01,-3.700990087340852441e-01,3.149982667767312616e-01,-8.982514406586834532e-01,2.400398910516387541e-01,-2.370043735643866945e-01
9.195386507990533920e-01,3.812012453963957714e-01,-1.482077619353587561e-01,1.111315612363261013e-01,3.639823196101270031e-01,-9.177883125238703865e-01
-9.739037692243495137e-01,-7.346639176736241561e-02,3.606494883847322086e-02,-9.842335252331400053e-01,2.240775931588947778e-01,-1.608945526978162732e-01
-5.535232137417470666e-01,8.324276259860188265e-01,-3.092700421832759172e-01,-2.344415870533750890e-01,7.732813801307794055e-01,5.020969923781415378e-01
-3.434252941596618314e-01,-9.385492339088845615e-01,9.238201255691023128e-01,-3.441819770096694042e-01,1.691609970555795761e-01,-2.577018103858155426e-02
-7.848145427907532445e-02,-9.958132377064892182e-01,9.894333757052254930e-01,-8.355548530731504719e-02,1.219108542124259509e-01,3.707393266943868892e-02
4.422061950353742832e-01,-7.167231274994014800e-01,8.534657648723629197e-01,1.514003858198280650e-01,2.757714076244469625e-01,6.807245270159464345e-01
1.302684620968678764e-01,-9.740316191979687677e-01,7.205570132551184503e-01,-3.528884359570844120e-02,6.810489838710427346e-01,2.236450364310839101e-01
2.983382104913143151e-01,-9.338012240626237803e-01,6.759433759526127516e-02,-1.857416795351797267e-01,9.520637151398523290e-01,3.058027181412816820e-01
