Hubald model simulation data
""
starting_time = Wed Mar  6 10:59:56 2024
finishing_time = Wed Mar  6 19:14:57 2024
elapsed_time = 29700.47960305214 s
matrix_mode = import
launch_mode = njit
accuracy = 20
prob_thresh = 10**(-15)
starting_sats = 50000
sigma = 2000
fragment_collision_prob = 0.0005
active_percentage = 0.8
aLimits = [200000, 2000000]
small_fragments = 100000000
large_fragments = 100000
timestep = 3
tmax = 1200
starts_per_timestep = 400
deorbits_per_timestep = 40
num_workers = 12

Time;Collisions per iteration;Total collisions;Total satellites;Active satellites;Passive satellites;Small fragments;Large fragments;Small fragment collisions;Large fragment collisions
0.0;22.0;0.0;50307.0;15235.0;35072.0;100432000.0;109600.0;2.0;4.0;124.38277578353882
3.0;2.0;22.0;50649.0;15530.0;35119.0;100549000.0;112200.0;1.0;9.0;125.67693638801575
6.0;1.0;24.0;50990.0;15829.0;35161.0;100675000.0;115000.0;1.0;12.0;127.05060482025146
9.0;1.0;25.0;51336.0;16136.0;35200.0;100756000.0;116800.0;1.0;7.0;127.05141806602478
12.0;2.0;26.0;51682.0;16449.0;35233.0;100837000.0;118600.0;2.0;5.0;128.04733681678772
15.0;2.0;28.0;52023.0;16766.0;35257.0;100963000.0;121400.0;3.0;10.0;128.73106026649475
18.0;0.0;30.0;52368.0;17066.0;35302.0;101053000.0;123400.0;5.0;10.0;129.93259382247925
21.0;1.0;30.0;52712.0;17384.0;35328.0;101152000.0;125600.0;2.0;9.0;130.98317694664001
24.0;1.0;31.0;53057.0;17695.0;35362.0;101242000.0;127600.0;2.0;8.0;130.96558380126953
27.0;0.0;32.0;53405.0;17996.0;35409.0;101305000.0;129000.0;3.0;7.0;131.9920859336853
30.0;1.0;32.0;53754.0;18309.0;35445.0;101359000.0;130200.0;0.0;4.0;133.00271081924438
33.0;1.0;33.0;54097.0;18630.0;35467.0;101467000.0;132600.0;2.0;10.0;134.00374484062195
36.0;0.0;34.0;54440.0;18954.0;35486.0;101575000.0;135000.0;1.0;12.0;134.62629508972168
39.0;1.0;34.0;54781.0;19263.0;35518.0;101701000.0;137800.0;2.0;12.0;135.1901319026947
42.0;0.0;35.0;55118.0;19559.0;35559.0;101863000.0;141400.0;3.0;18.0;136.00982117652893
45.0;0.0;35.0;55457.0;19869.0;35588.0;102007000.0;144600.0;1.0;16.0;136.82957005500793
48.0;0.0;35.0;55802.0;20172.0;35630.0;102097000.0;146600.0;3.0;10.0;138.39665007591248
51.0;0.0;35.0;56151.0;20476.0;35675.0;102151000.0;147800.0;2.0;6.0;138.35041499137878
54.0;1.0;35.0;56493.0;20775.0;35718.0;102268000.0;150400.0;4.0;11.0;138.54749011993408
57.0;0.0;36.0;56841.0;21085.0;35756.0;102331000.0;151800.0;1.0;7.0;139.18767380714417
60.0;0.0;36.0;57185.0;21386.0;35799.0;102430000.0;154000.0;4.0;11.0;140.83042526245117
63.0;1.0;36.0;57529.0;21686.0;35843.0;102529000.0;156200.0;2.0;9.0;141.42801213264465
66.0;0.0;37.0;57870.0;22012.0;35858.0;102655000.0;159000.0;1.0;14.0;141.49969720840454
69.0;0.0;37.0;58215.0;22317.0;35898.0;102745000.0;161000.0;2.0;10.0;142.89115595817566
72.0;0.0;37.0;58561.0;22619.0;35942.0;102826000.0;162800.0;2.0;9.0;143.65471482276917
75.0;0.0;37.0;58905.0;22928.0;35977.0;102925000.0;165000.0;4.0;11.0;145.95892190933228
78.0;1.0;37.0;59244.0;23239.0;36005.0;103069000.0;168200.0;3.0;14.0;144.4634816646576
81.0;0.0;38.0;59587.0;23561.0;36026.0;103177000.0;170600.0;5.0;12.0;145.3191282749176
84.0;0.0;38.0;59928.0;23866.0;36062.0;103303000.0;173400.0;5.0;14.0;146.93017768859863
87.0;0.0;38.0;60259.0;24171.0;36088.0;103519000.0;178200.0;3.0;24.0;146.533203125
90.0;0.0;38.0;60596.0;24482.0;36114.0;103681000.0;181800.0;2.0;18.0;149.39183497428894
93.0;0.0;38.0;60942.0;24788.0;36154.0;103762000.0;183600.0;1.0;9.0;148.46761393547058
96.0;0.0;38.0;61284.0;25098.0;36186.0;103879000.0;186200.0;3.0;13.0;149.7338650226593
99.0;0.0;38.0;61623.0;25403.0;36220.0;104023000.0;189400.0;4.0;16.0;149.65652871131897
102.0;1.0;38.0;61962.0;25713.0;36249.0;104167000.0;192600.0;4.0;14.0;153.2928330898285
105.0;0.0;39.0;62300.0;26022.0;36278.0;104320000.0;196000.0;4.0;17.0;152.1596748828888
108.0;0.0;39.0;62643.0;26336.0;36307.0;104428000.0;198400.0;5.0;12.0;152.81879591941833
111.0;0.0;39.0;62977.0;26637.0;36340.0;104617000.0;202600.0;5.0;21.0;153.70863389968872
114.0;1.0;39.0;63314.0;26937.0;36377.0;104779000.0;206200.0;6.0;16.0;154.4834942817688
117.0;1.0;40.0;63648.0;27233.0;36415.0;104968000.0;210400.0;4.0;19.0;155.2019898891449
120.0;1.0;41.0;63984.0;27541.0;36443.0;105139000.0;214200.0;4.0;17.0;155.56019186973572
123.0;0.0;42.0;64321.0;27837.0;36484.0;105301000.0;217800.0;1.0;18.0;156.46722507476807
126.0;1.0;42.0;64654.0;28150.0;36504.0;105499000.0;222200.0;3.0;20.0;156.70599699020386
129.0;0.0;43.0;64981.0;28468.0;36513.0;105751000.0;227800.0;2.0;28.0;158.1458020210266
132.0;0.0;43.0;65321.0;28767.0;36554.0;105886000.0;230800.0;3.0;15.0;158.09180402755737
135.0;0.0;43.0;65660.0;29082.0;36578.0;106030000.0;234000.0;1.0;16.0;159.312157869339
138.0;0.0;43.0;65996.0;29368.0;36628.0;106201000.0;237800.0;5.0;19.0;159.97041416168213
141.0;0.0;43.0;66335.0;29678.0;36657.0;106345000.0;241000.0;1.0;16.0;160.43677020072937
144.0;0.0;43.0;66665.0;29969.0;36696.0;106570000.0;246000.0;5.0;25.0;162.17627906799316
147.0;0.0;43.0;66997.0;30265.0;36732.0;106777000.0;250600.0;6.0;23.0;161.32131028175354
150.0;1.0;43.0;67328.0;30560.0;36768.0;106993000.0;255400.0;4.0;22.0;163.445485830307
153.0;0.0;44.0;67668.0;30884.0;36784.0;107128000.0;258400.0;3.0;15.0;163.66307020187378
156.0;0.0;44.0;68005.0;31205.0;36800.0;107290000.0;262000.0;4.0;18.0;165.0078887939453
159.0;0.0;44.0;68336.0;31508.0;36828.0;107506000.0;266800.0;5.0;24.0;165.10793495178223
162.0;0.0;44.0;68660.0;31802.0;36858.0;107785000.0;273000.0;4.0;31.0;166.32790184020996
165.0;0.0;44.0;68998.0;32107.0;36891.0;107938000.0;276400.0;10.0;17.0;167.20004296302795
168.0;0.0;44.0;69330.0;32400.0;36930.0;108145000.0;281000.0;5.0;23.0;167.29244089126587
171.0;0.0;44.0;69664.0;32706.0;36958.0;108334000.0;285200.0;3.0;21.0;168.68746089935303
174.0;0.0;44.0;69993.0;33013.0;36980.0;108568000.0;290400.0;3.0;26.0;168.92113399505615
177.0;0.0;44.0;70316.0;33308.0;37008.0;108856000.0;296800.0;5.0;32.0;168.73503589630127
180.0;0.0;44.0;70644.0;33623.0;37021.0;109099000.0;302200.0;1.0;27.0;169.13762497901917
183.0;0.0;44.0;70968.0;33922.0;37046.0;109378000.0;308400.0;6.0;31.0;170.13045001029968
186.0;1.0;44.0;71297.0;34214.0;37083.0;109612000.0;313600.0;3.0;24.0;171.56582283973694
189.0;0.0;45.0;71626.0;34512.0;37114.0;109846000.0;318800.0;2.0;26.0;172.44143390655518
192.0;0.0;45.0;71951.0;34787.0;37164.0;110116000.0;324800.0;8.0;30.0;172.77947807312012
195.0;0.0;45.0;72275.0;35077.0;37198.0;110395000.0;331000.0;6.0;31.0;173.54270696640015
198.0;0.0;45.0;72598.0;35381.0;37217.0;110683000.0;337400.0;5.0;32.0;174.1853220462799
201.0;0.0;45.0;72924.0;35666.0;37258.0;110944000.0;343200.0;4.0;29.0;175.25175285339355
204.0;0.0;45.0;73250.0;35961.0;37289.0;111205000.0;349000.0;0.0;29.0;175.65557885169983
207.0;0.0;45.0;73577.0;36260.0;37317.0;111457000.0;354600.0;5.0;28.0;177.1554319858551
210.0;1.0;45.0;73894.0;36553.0;37341.0;111799000.0;362200.0;2.0;36.0;178.08712601661682
213.0;0.0;46.0;74219.0;36829.0;37390.0;112069000.0;368200.0;7.0;30.0;177.05745911598206
216.0;0.0;46.0;74539.0;37123.0;37416.0;112384000.0;375200.0;5.0;35.0;179.3449239730835
219.0;0.0;46.0;74857.0;37424.0;37433.0;112717000.0;382600.0;5.0;37.0;179.80175614356995
222.0;0.0;46.0;75173.0;37716.0;37457.0;113068000.0;390400.0;7.0;39.0;180.74182987213135
225.0;0.0;46.0;75501.0;38011.0;37490.0;113311000.0;395800.0;3.0;27.0;181.2468547821045
228.0;0.0;46.0;75826.0;38309.0;37517.0;113581000.0;401800.0;8.0;30.0;180.88026905059814
231.0;0.0;46.0;76146.0;38588.0;37558.0;113896000.0;408800.0;7.0;35.0;181.4942352771759
234.0;1.0;46.0;76446.0;38860.0;37586.0;114391000.0;419800.0;3.0;53.0;182.12080311775208
237.0;0.0;47.0;76753.0;39143.0;37610.0;114823000.0;429400.0;6.0;48.0;183.1802098751068
240.0;0.0;47.0;77070.0;39436.0;37634.0;115165000.0;437000.0;6.0;38.0;184.615247964859
243.0;0.0;47.0;77396.0;39723.0;37673.0;115426000.0;442800.0;8.0;29.0;184.60994505882263
246.0;0.0;47.0;77712.0;39999.0;37713.0;115777000.0;450600.0;4.0;39.0;185.21522307395935
249.0;0.0;47.0;78002.0;40260.0;37742.0;116362000.0;463600.0;8.0;65.0;186.38041400909424
252.0;0.0;47.0;78314.0;40545.0;37769.0;116749000.0;472200.0;7.0;43.0;187.98575520515442
255.0;0.0;47.0;78616.0;40821.0;37795.0;117226000.0;482800.0;10.0;53.0;188.23555207252502
258.0;0.0;47.0;78920.0;41112.0;37808.0;117685000.0;493000.0;9.0;51.0;188.35981917381287
261.0;0.0;47.0;79231.0;41406.0;37825.0;118081000.0;501800.0;3.0;44.0;188.7020230293274
264.0;0.0;47.0;79523.0;41678.0;37845.0;118648000.0;514400.0;3.0;63.0;190.00704979896545
267.0;0.0;47.0;79821.0;41959.0;37862.0;119161000.0;525800.0;3.0;57.0;189.9600579738617
270.0;0.0;47.0;80125.0;42250.0;37875.0;119620000.0;536000.0;7.0;51.0;190.1232659816742
273.0;0.0;47.0;80421.0;42518.0;37903.0;120151000.0;547800.0;10.0;59.0;191.875568151474
276.0;0.0;47.0;80715.0;42802.0;37913.0;120700000.0;560000.0;5.0;61.0;193.66701483726501
279.0;0.0;47.0;81002.0;43082.0;37920.0;121312000.0;573600.0;4.0;68.0;192.59107494354248
282.0;1.0;47.0;81305.0;43367.0;37938.0;121780000.0;584000.0;3.0;50.0;194.2939751148224
285.0;0.0;48.0;81597.0;43665.0;37932.0;122347000.0;596600.0;5.0;63.0;194.65322518348694
288.0;0.0;48.0;81897.0;43940.0;37957.0;122842000.0;607600.0;7.0;55.0;195.70000290870667
291.0;0.0;48.0;82200.0;44231.0;37969.0;123310000.0;618000.0;6.0;52.0;196.3992841243744
294.0;0.0;48.0;82487.0;44503.0;37984.0;123922000.0;631600.0;6.0;68.0;196.20342183113098
297.0;1.0;48.0;82783.0;44793.0;37990.0;124453000.0;643400.0;6.0;57.0;197.0369930267334
300.0;0.0;49.0;83084.0;45067.0;38017.0;124939000.0;654200.0;4.0;54.0;196.4538369178772
303.0;1.0;49.0;83365.0;45337.0;38028.0;125605000.0;669000.0;10.0;72.0;197.19318413734436
306.0;0.0;50.0;83642.0;45609.0;38033.0;126307000.0;684600.0;6.0;78.0;199.6373209953308
309.0;0.0;50.0;83921.0;45877.0;38044.0;126991000.0;699800.0;2.0;76.0;199.25745701789856
312.0;0.0;50.0;84183.0;46125.0;38058.0;127828000.0;718400.0;10.0;93.0;199.7739293575287
315.0;0.0;50.0;84455.0;46392.0;38063.0;128575000.0;735000.0;11.0;83.0;201.791894197464
318.0;0.0;50.0;84737.0;46648.0;38089.0;129232000.0;749600.0;6.0;73.0;201.93853998184204
321.0;0.0;50.0;85013.0;46919.0;38094.0;129943000.0;765400.0;11.0;79.0;201.2235062122345
324.0;0.0;50.0;85283.0;47171.0;38112.0;130708000.0;782400.0;5.0;85.0;203.70624375343323
327.0;0.0;50.0;85552.0;47436.0;38116.0;131482000.0;799600.0;5.0;86.0;203.0492386817932
330.0;0.0;50.0;85828.0;47700.0;38128.0;132193000.0;815400.0;7.0;79.0;203.161554813385
333.0;0.0;50.0;86101.0;47974.0;38127.0;132931000.0;831800.0;5.0;82.0;205.37706398963928
336.0;0.0;50.0;86364.0;48230.0;38134.0;133759000.0;850200.0;12.0;92.0;205.54117107391357
339.0;0.0;50.0;86624.0;48480.0;38144.0;134614000.0;869200.0;6.0;95.0;205.64782094955444
342.0;0.0;50.0;86879.0;48724.0;38155.0;135514000.0;889200.0;7.0;100.0;206.2775843143463
345.0;0.0;50.0;87120.0;48975.0;38145.0;136540000.0;912000.0;5.0;114.0;206.995347738266
348.0;0.0;50.0;87385.0;49243.0;38142.0;137350000.0;930000.0;9.0;90.0;207.0742552280426
