8.218529909637292847e+06,1.701838555884220006e-01,4.612227684142644057e-01,3.742779629834231958e-01,3.616645975969327020e-01,7.416995871464445372e+03,0.000000000000000000e+00
8.333653174973325804e+06,2.144533711677043264e-01,9.932798141613796705e-01,7.241336413264586325e-01,2.139638795663386439e+00,-7.573383701337044840e+03,1.000000000000000000e+00
6.718353809660914354e+06,2.013945790482643827e-01,6.495701049862999676e-01,2.304388874891785122e-01,2.251877855356223534e+00,-5.481900321061973955e+03,0.000000000000000000e+00
6.825280996294642799e+06,1.542214982984019822e-01,1.159858421970406672e+00,1.248794080954008123e+00,6.462371388571602759e-01,-5.613291956446505537e+03,0.000000000000000000e+00
7.529202735565515235e+06,1.017383041857580911e-01,9.092029776605817792e-01,7.998832237386506172e-01,3.801172395396256176e-01,-6.503697217389036268e+03,0.000000000000000000e+00
7.378213293122082949e+06,2.714256237232561264e-01,1.386328568014005613e+00,4.740050096595578855e-01,1.247711661304489850e+00,6.309045159576734477e+03,0.000000000000000000e+00
7.420435166351574473e+06,4.980745083388524869e-02,5.215845560847557350e-01,6.446776573288528489e-01,7.277894649823365425e-01,6.363277889413341654e+03,0.000000000000000000e+00
7.434803761400462128e+06,1.030245388474139573e-01,1.381575935365924268e+00,2.706669033408242164e+00,2.096180026777372252e+00,6.381769178887846465e+03,1.000000000000000000e+00
8.134484056571157649e+06,2.193417629610736885e-01,9.070894638172032343e-01,1.778136656249910796e+00,2.391843249366054636e+00,-7.303513656470821843e+03,0.000000000000000000e+00
8.303012780814812519e+06,8.481717445334154004e-02,5.153018925737001821e-01,1.198945870735538821e-01,9.746476808075968945e-01,-7.531654456723291332e+03,1.000000000000000000e+00
6.779810258414983749e+06,1.369138489016583360e-01,2.934632208845083245e-01,1.482998580693482893e+00,1.226628048974485630e+00,-5.557290977658195516e+03,0.000000000000000000e+00
7.664379860975898802e+06,6.689172405688417755e-02,1.083195827513140586e+00,1.629956706169900515e+00,5.897824115480068130e-01,6.679629265439422852e+03,0.000000000000000000e+00
6.703898414225847460e+06,2.498285576222226689e-01,1.463559584206107100e+00,1.739664790805078187e+00,1.000487992692332018e+00,5.464217329414113919e+03,1.000000000000000000e+00
7.435316313276603818e+06,2.559361841365495605e-01,4.372907070935485030e-01,1.597013182371788798e+00,7.486882107460252067e-01,6.382429124512201270e+03,1.000000000000000000e+00
8.100406985920244828e+06,8.476702914118949611e-04,8.486828611764936081e-01,1.761467992309852848e+00,5.365808922812697057e-01,7.257667814554258257e+03,0.000000000000000000e+00
8.103036779290795326e+06,1.750341664127679220e-01,6.602754382575356518e-01,2.784677641808502191e+00,2.622439673269376215e+00,-7.261202399124984368e+03,0.000000000000000000e+00
7.403466394737376831e+06,1.786417961808980659e-01,8.396169602458869452e-01,2.965778545418478185e+00,2.097276519099095238e-01,-6.341463416174721715e+03,0.000000000000000000e+00
8.103420462873045355e+06,2.221111064796007228e-01,1.410676527917684941e+00,3.323384280540543356e-01,2.052040501718156218e+00,-7.261718138569953226e+03,0.000000000000000000e+00
7.046181359430994838e+06,2.460013193267371889e-01,4.126826220456119437e-02,1.907726408473833013e+00,2.254457092004643837e+00,-5.887996632953010703e+03,0.000000000000000000e+00
6.573124154221552424e+06,1.612004079733309059e-01,1.481468256063517952e+00,2.161424140497481439e+00,1.330047180887905522e+00,-5.305112284382638791e+03,0.000000000000000000e+00
7.601368659233729355e+06,1.214386509470246761e-01,9.305833038444550898e-01,2.762586208674409960e+00,1.980064086395310285e+00,6.597425900670104966e+03,0.000000000000000000e+00
8.024865304373967461e+06,2.911276634828757759e-01,2.037382529449531798e-01,2.401526773915948709e+00,1.272429621759890717e+00,-7.156381010544057062e+03,0.000000000000000000e+00
7.914375985055478290e+06,1.404876326878520543e-01,1.416616257012258240e+00,1.932622570203606616e+00,6.352680757727711958e-02,7.009093358321540109e+03,1.000000000000000000e+00
7.931605436606052332e+06,3.740957413335619514e-02,1.234257725186439059e+00,1.435855402960477978e+00,2.665348691182251040e-01,7.031993812277291909e+03,0.000000000000000000e+00
7.011619238554019481e+06,9.030423942278130445e-02,7.938162512237334489e-01,4.443395385252956742e-01,1.806650409865440565e+00,-5.844728111673971398e+03,0.000000000000000000e+00
7.360222264797645621e+06,1.040099180002867496e-01,1.389215158426075458e+00,2.264020128764092643e-01,6.735804554346496165e-01,-6.285983277759015436e+03,1.000000000000000000e+00
6.983576590843876824e+06,1.569951992576207878e-01,9.423718646814466249e-01,1.650669418299353319e+00,1.588425559348428884e+00,-5.809699613159407818e+03,0.000000000000000000e+00
8.194448826478107832e+06,7.223708603521143690e-02,1.527297198850428583e-01,1.659860674204394648e+00,3.089876248033103234e+00,-7.384420995525408216e+03,1.000000000000000000e+00
7.513882175221010111e+06,8.940784504852461456e-02,3.492454469377271331e-01,2.958264526530436367e+00,1.047071508818447905e+00,-6.483856554737743863e+03,0.000000000000000000e+00
6.651522330223713070e+06,2.359611706680272980e-01,1.362894073135504813e+00,1.252018564994384686e+00,2.838606891677674327e+00,-5.400306475261868400e+03,1.000000000000000000e+00
6.812209626435901038e+06,3.746333256904772063e-02,4.991953765617000438e-01,2.478397341200940573e+00,1.398814689610568651e+00,-5.597174318063742248e+03,0.000000000000000000e+00
7.839301817754715681e+06,1.536151818849448569e-01,5.381484356727653795e-01,2.466776397782184937e-01,1.233286603201860565e+00,-6.909599979280997104e+03,0.000000000000000000e+00
7.773616853496368974e+06,2.860278033225602257e-01,1.380372014409068981e+00,2.964448766205168173e+00,4.638201556564499617e-01,6.822939560214446828e+03,0.000000000000000000e+00
7.480121838664679788e+06,2.369411505888061598e-01,6.517641567117554713e-01,2.614318487385172141e+00,2.309743019663810681e+00,-6.440207124862492492e+03,1.000000000000000000e+00
7.897020840294918977e+06,2.150718758887091853e-01,5.556757355235893980e-01,2.420286298280320381e+00,1.462654615745731856e+00,-6.986051026499454565e+03,1.000000000000000000e+00
6.682317841831085272e+06,1.675438640479727237e-01,8.043735624747652135e-01,1.366074700252938756e+00,1.925273723375018120e+00,5.437853716928151698e+03,0.000000000000000000e+00
7.303482871473320760e+06,2.643832512523812128e-01,8.283864914289031933e-01,3.339119929195888403e-01,1.196995482849193548e+00,-6.213436293300734178e+03,0.000000000000000000e+00
7.224353792913959362e+06,4.680888060714516116e-03,1.376935988951792256e+00,1.244622308672358679e+00,1.466788023345449776e+00,6.112731733747453291e+03,0.000000000000000000e+00
7.207997866798866540e+06,5.735653945255164698e-02,1.184953654395017431e+00,2.468568813208685597e+00,1.611871853270190114e+00,6.091984664501735097e+03,0.000000000000000000e+00
7.325660301694372669e+06,1.568459890484065755e-01,7.586757797125956992e-01,1.294747255967558131e+00,9.601312315840480893e-02,-6.241758932079896113e+03,1.000000000000000000e+00
7.035793263254241087e+06,1.248319237140768125e-02,5.853435502963714177e-01,9.668253038206068295e-01,1.637285340707612669e+00,-5.874980534673874899e+03,1.000000000000000000e+00
6.773741420235607773e+06,2.315226921749351241e-01,1.278284293483976208e+00,1.217166894209930073e+00,2.811700697376947389e+00,-5.549830868187846136e+03,1.000000000000000000e+00
6.825332658687483519e+06,5.564784078270779838e-02,4.826820026944499964e-01,1.662598859114668315e+00,6.656299831943728318e-01,-5.613355689348441047e+03,0.000000000000000000e+00
6.964331705450271256e+06,2.768573811555286035e-01,1.014343415632322776e+00,1.680731409312640867e+00,2.579398005629984336e+00,-5.785701177956887477e+03,0.000000000000000000e+00
7.611961691483136266e+06,2.803549629690750278e-01,3.788165060321044275e-01,2.096732153544640820e+00,9.462454862239503273e-01,6.611221657226417847e+03,0.000000000000000000e+00
7.012460133008377627e+06,2.390976385314418362e-01,1.184390557347140938e+00,2.206182155859930383e+00,8.494607763394191879e-01,5.845779569256570539e+03,0.000000000000000000e+00
6.765944821264576167e+06,1.352686223043020886e-01,8.754622705197109278e-01,7.497825865945401125e-02,3.039413625261098595e+00,-5.540251815126809561e+03,0.000000000000000000e+00
6.702483692331870086e+06,1.086209179604533115e-01,1.418427951761172645e+00,7.494666999416460529e-01,3.089633714153583899e+00,-5.462487752182160875e+03,0.000000000000000000e+00
7.768207816763396375e+06,2.331700889984542890e-01,6.613940356588338121e-02,2.785584840540971552e+00,2.960592279623570078e-01,6.815819494209376899e+03,0.000000000000000000e+00
8.162954675917170942e+06,9.555585592590988553e-02,2.859868659943011916e-03,1.462673914718290724e-01,4.113914326459356396e-01,7.341890533153071374e+03,1.000000000000000000e+00
8.038867808990003541e+06,4.915044292177600527e-02,1.235124709566212564e+00,3.043556100256049834e+00,2.032567029019133553e+00,7.175119821903575030e+03,0.000000000000000000e+00
7.121484411711204797e+06,1.078521395445281583e-01,1.335162937556408913e-01,1.243523249566068190e+00,2.244049176816141244e+00,-5.982636540776538823e+03,1.000000000000000000e+00
6.839435169808035716e+06,1.244502045472231089e-01,1.260522701504982690e+00,2.393923666267696593e+00,2.432833921052646176e+00,5.630762157052982730e+03,1.000000000000000000e+00
8.323212723453192040e+06,1.286533752588282439e-02,5.762687949067722970e-01,3.085731009391744717e+00,9.665573563727559714e-01,7.559156187812890494e+03,0.000000000000000000e+00
7.341947150169746019e+06,2.659587462664362301e-01,4.216368608852140709e-01,2.608999493634520661e+00,3.431556331346051203e-01,6.262586078072098644e+03,0.000000000000000000e+00
6.860114728564911522e+06,2.614171030637382209e-01,3.611647952798599515e-02,1.653548189621699471e+00,2.026316231116854105e+00,-5.656319015317299090e+03,1.000000000000000000e+00
8.278872635012526996e+06,2.583075878716967755e-01,3.405661605276804615e-01,2.729687034551941505e+00,2.903783364724459748e+00,-7.498832089977686337e+03,1.000000000000000000e+00
7.452494269688089378e+06,2.845673889202290363e-01,1.246326670218948385e+00,7.809563459851962541e-01,1.037603096177191375e+00,6.404560070492098930e+03,1.000000000000000000e+00
7.144102385579905473e+06,1.014507143300443920e-01,8.789404842406067786e-01,9.906335098473051382e-01,2.681544539402431759e+00,-6.011160615220069303e+03,0.000000000000000000e+00
6.575888106505896896e+06,2.488067686689015567e-01,1.470071984107854668e-01,1.603114887571449154e+00,5.909151454158354522e-01,5.308458779487968968e+03,0.000000000000000000e+00
6.914068790792173706e+06,1.767435320165373913e-01,1.463941602939235143e+00,7.254765673106973178e-01,1.447390487428511952e+00,-5.723179557156231567e+03,0.000000000000000000e+00
8.149445497016100213e+06,1.151991322205135337e-01,6.682366955559003729e-01,1.367709452602954068e+00,6.803742887546464502e-01,7.323672522043608296e+03,0.000000000000000000e+00
6.616107259218009189e+06,6.967432654835103642e-03,2.951325169143430467e-03,1.218880765173253611e+00,2.255374456179629838e+00,5.357234206757825632e+03,0.000000000000000000e+00
7.132573663076393306e+06,1.748015088092294278e-01,9.562219998494621009e-01,1.803224545032927173e+00,1.337459244821206816e+00,5.996615813169288231e+03,1.000000000000000000e+00
6.750822150788565166e+06,6.687636623326541352e-02,1.014664350994668895e+00,1.344150626557741868e+00,1.927352659208400043e+00,-5.521687541198544750e+03,0.000000000000000000e+00
8.183004847527241334e+06,8.553985448390356849e-02,1.346578902028897629e+00,1.054449529173646205e+00,2.256384746832608812e+00,-7.368957298939779321e+03,0.000000000000000000e+00
8.042195259852495044e+06,5.448099280170567299e-02,2.400015890550855902e-01,1.781659907138308574e+00,5.616184574739201407e-01,7.179575174872896241e+03,1.000000000000000000e+00
7.769247878287550062e+06,1.668929013691201890e-01,3.573709215196879119e-01,7.216584665219134553e-01,2.095819897137086052e+00,6.817188363783335262e+03,0.000000000000000000e+00
7.392572000559967943e+06,1.952219886103829793e-01,1.397724854585774334e+00,8.173642119502680381e-02,1.897777856504723637e+00,-6.327471123256676037e+03,0.000000000000000000e+00
7.956195168012236245e+06,1.203542273118944905e-01,1.441177434810222646e+00,2.054533159232461603e+00,8.645231719898062162e-01,-7.064720248912170064e+03,1.000000000000000000e+00
7.439470043695086613e+06,2.884565721864632559e-01,5.586566087227253646e-02,1.070335656269352453e+00,3.606617827324582470e-01,6.387778175804491184e+03,0.000000000000000000e+00
7.754187769955030642e+06,1.097660461339261539e-02,8.290761406300838354e-01,2.320341669158480613e+00,1.579265942562554592e+00,6.797376054902436408e+03,0.000000000000000000e+00
7.385413737790977582e+06,2.985280054077524836e-01,1.102639523190605875e+00,2.607333701436230555e+00,1.668012370919291998e+00,-6.318282967633065709e+03,1.000000000000000000e+00
8.350640893201081082e+06,4.164391312651529592e-02,7.577120039278817387e-01,2.693355227853162948e+00,6.024658955784091274e-01,-7.596552421093252633e+03,0.000000000000000000e+00
