0.000000000000000000e+00,2.682100000000000000e+04,4.697100486339422787e-10
2.000000000000000000e+00,9.522000000000000000e+03,7.970386406430662873e-07
6.000000000000000000e+00,5.836000000000000000e+03,9.890641254516291392e-01
6.000000000000000000e+00,5.111700000000000000e+04,3.424003611983694739e-04
9.000000000000000000e+00,2.898300000000000000e+04,7.235615968070874260e-05
1.900000000000000000e+01,3.984900000000000000e+04,7.863046214140467782e-08
2.200000000000000000e+01,1.771700000000000000e+04,2.684004096753511703e-08
2.700000000000000000e+01,1.128200000000000000e+04,1.735436095717801663e-06
3.600000000000000000e+01,5.221900000000000000e+04,8.782624627556856467e-09
4.400000000000000000e+01,4.488000000000000000e+04,1.960319906402219203e-09
4.500000000000000000e+01,5.766000000000000000e+04,5.189670204686080979e-08
4.700000000000000000e+01,3.366200000000000000e+04,1.742995154496718158e-05
4.800000000000000000e+01,2.533100000000000000e+04,2.689594220003033165e-02
4.900000000000000000e+01,3.086000000000000000e+04,4.129745434511278290e-09
4.900000000000000000e+01,4.038600000000000000e+04,2.359435826759792576e-05
4.900000000000000000e+01,4.461600000000000000e+04,5.316431739288418612e-10
5.200000000000000000e+01,5.174700000000000000e+04,2.278041816492493155e-03
5.500000000000000000e+01,5.766400000000000000e+04,8.551911775062814858e-02
5.900000000000000000e+01,3.114100000000000000e+04,1.748596267781010738e-09
5.900000000000000000e+01,3.435500000000000000e+04,3.475923104900857652e-09
6.400000000000000000e+01,4.937100000000000000e+04,9.946584562980920197e-05
6.600000000000000000e+01,2.412200000000000000e+04,1.118423065271656469e-08
6.700000000000000000e+01,1.897700000000000000e+04,1.000000000000000000e+00
7.100000000000000000e+01,5.620800000000000000e+04,2.049166814011016413e-08
7.800000000000000000e+01,4.356000000000000000e+03,9.758173689596860712e-04
8.100000000000000000e+01,4.679400000000000000e+04,2.420354250354250780e-09
8.400000000000000000e+01,7.092000000000000000e+03,1.129201771499221962e-05
8.600000000000000000e+01,2.444500000000000000e+04,2.361630890845844988e-10
1.070000000000000000e+02,4.113300000000000000e+04,4.493989277987164854e-05
1.200000000000000000e+02,2.540200000000000000e+04,1.761850665360498169e-10
1.240000000000000000e+02,1.997700000000000000e+04,4.267853254691367226e-06
1.320000000000000000e+02,5.868100000000000000e+04,3.635321529360524551e-06
1.380000000000000000e+02,3.572300000000000000e+04,1.530537918625896054e-10
1.410000000000000000e+02,2.664600000000000000e+04,3.677520843403669915e-09
1.530000000000000000e+02,4.912200000000000000e+04,1.597204486891823372e-03
1.580000000000000000e+02,4.926400000000000000e+04,5.612200547178147758e-06
1.630000000000000000e+02,3.655800000000000000e+04,1.067315558156423094e-08
1.680000000000000000e+02,2.168000000000000000e+03,4.680935639100880508e-10
1.710000000000000000e+02,4.204200000000000000e+04,2.422540587493053899e-01
1.760000000000000000e+02,3.719100000000000000e+04,4.426508048993582634e-10
1.770000000000000000e+02,1.367100000000000000e+04,9.448006266454811453e-04
1.820000000000000000e+02,3.644000000000000000e+03,1.959439277499086529e-10
1.820000000000000000e+02,7.027000000000000000e+03,2.038750028578828477e-02
1.930000000000000000e+02,3.727200000000000000e+04,7.652404357516573441e-06
1.940000000000000000e+02,4.066800000000000000e+04,1.851729541462177053e-04
2.010000000000000000e+02,2.455700000000000000e+04,2.579449166020264528e-04
2.050000000000000000e+02,3.888700000000000000e+04,3.888355462056125589e-07
2.080000000000000000e+02,2.644200000000000000e+04,9.380269705427934923e-08
2.280000000000000000e+02,5.302900000000000000e+04,4.737546150934690559e-06
2.310000000000000000e+02,4.432500000000000000e+04,1.089537801945983375e-05
2.350000000000000000e+02,3.112000000000000000e+03,2.017397592660064021e-03
2.350000000000000000e+02,4.971500000000000000e+04,5.318193306103058404e-05
2.360000000000000000e+02,3.649400000000000000e+04,5.119328059577377132e-06
2.360000000000000000e+02,5.229400000000000000e+04,2.372345875301107299e-09
2.390000000000000000e+02,1.122500000000000000e+04,5.366440625209634163e-10
2.440000000000000000e+02,9.100000000000000000e+02,3.240564761552988671e-05
2.470000000000000000e+02,4.245100000000000000e+04,4.791114368219995256e-04
2.490000000000000000e+02,4.585900000000000000e+04,1.257373594132360495e-07
2.530000000000000000e+02,7.420000000000000000e+02,2.062813487135883861e-06
2.640000000000000000e+02,1.245800000000000000e+04,2.814461125044687151e-05
2.650000000000000000e+02,4.098000000000000000e+04,1.277430548318747583e-05
2.650000000000000000e+02,4.935700000000000000e+04,1.077628228676186239e-04
2.690000000000000000e+02,9.013000000000000000e+03,9.658813748814054634e-10
2.700000000000000000e+02,5.420400000000000000e+04,1.218487533094503306e-10
2.710000000000000000e+02,3.786900000000000000e+04,2.768802520591862049e-09
2.720000000000000000e+02,3.111200000000000000e+04,4.029608507896909053e-03
2.760000000000000000e+02,3.682500000000000000e+04,6.452199885487175379e-10
2.760000000000000000e+02,4.414700000000000000e+04,1.577249442163974891e-10
2.800000000000000000e+02,1.228600000000000000e+04,2.426033000896055114e-03
2.810000000000000000e+02,4.374200000000000000e+04,7.899439634406757449e-05
2.880000000000000000e+02,3.522700000000000000e+04,3.702891691663712237e-04
2.880000000000000000e+02,4.342300000000000000e+04,2.666386193950209815e-06
2.930000000000000000e+02,1.104400000000000000e+04,3.069514642461967924e-10
2.950000000000000000e+02,2.316400000000000000e+04,1.332075783011532621e-09
2.960000000000000000e+02,7.031000000000000000e+03,1.523196038188956436e-07
3.060000000000000000e+02,1.621300000000000000e+04,1.429765491510748276e-04
3.060000000000000000e+02,5.446200000000000000e+04,1.320465958798422434e-10
3.120000000000000000e+02,1.951500000000000000e+04,1.486266033579042301e-07
3.160000000000000000e+02,5.699500000000000000e+04,1.243207806033626017e-01
3.220000000000000000e+02,1.651700000000000000e+04,3.376349200223671687e-10
3.310000000000000000e+02,1.372200000000000000e+04,4.971975042789011923e-08
3.330000000000000000e+02,4.527700000000000000e+04,5.531995328489358599e-08
3.440000000000000000e+02,4.320000000000000000e+03,2.276633326303567628e-09
3.480000000000000000e+02,2.987600000000000000e+04,1.792991721760728296e-08
3.490000000000000000e+02,1.863600000000000000e+04,2.094547058018036978e-07
3.500000000000000000e+02,2.562600000000000000e+04,2.540042505216888458e-07
3.530000000000000000e+02,1.366300000000000000e+04,2.321102502533811673e-06
3.570000000000000000e+02,1.960000000000000000e+03,4.685529878234451218e-05
3.570000000000000000e+02,1.491800000000000000e+04,4.056235125560192500e-09
3.590000000000000000e+02,1.760200000000000000e+04,4.039146794809767016e-10
3.600000000000000000e+02,3.600200000000000000e+04,6.903357885335026367e-10
3.670000000000000000e+02,9.195000000000000000e+03,1.095514683602250017e-05
3.670000000000000000e+02,2.992300000000000000e+04,1.131834150294830366e-03
