8.227988848540616074e-01,-5.545114565687336849e-01,5.561955977803181295e-01,7.405876891619507241e-01,1.168265898359927002e-01,3.795351356538459453e-01
-8.613866161553779266e-01,-4.953562812934799164e-01,4.910197337216070101e-01,-8.686891437660564375e-01,1.300489085088748220e-01,-1.151558114247720884e-03
8.252026048121954283e-01,-5.646430904373812565e-01,5.643964912461642003e-01,8.232424435529265283e-01,2.229936501755749173e-02,5.873720758029060685e-02
-1.485775152628170115e-01,-4.955314230833468558e-01,4.220485072244691827e-01,-8.143956443525459665e-01,8.943152573382188164e-01,3.020071906372338577e-01
8.689645111457079407e-01,4.822743291683198041e-01,-4.535530994553177431e-01,6.864352108842610711e-01,1.979653109607221462e-01,-5.442592881003752714e-01
-9.278585807180858014e-01,-3.192362731974099366e-01,2.693168319479785078e-01,-9.311710774288308734e-01,2.579668548812500406e-01,-1.760926643419852000e-01
-5.355167613126606829e-01,5.014095773105916587e-01,-4.184692298444914194e-01,-8.564864584561074912e-01,7.335566113304119451e-01,-1.225535893498367890e-01
-7.192792905840199591e-01,2.806562310325555476e-02,-2.590690350923665619e-01,-9.379456446948079007e-01,6.446088249421187966e-01,-3.456447430496623063e-01
-1.599511767778158122e-01,-7.292198966799068316e-01,2.406390400042790478e-01,-6.824714268373039960e-01,9.573444904908634534e-01,4.971009793593751669e-02
-7.313060533283952669e-01,-6.539645664080653287e-01,5.070868109051084316e-01,-7.112516977287697273e-01,4.561298308281679925e-01,-2.577816292148336075e-01
5.534335080926531397e-02,9.814873622261753860e-01,-2.724552434242700771e-01,-1.618241361826663061e-01,9.605754805593490486e-01,-1.024475804450164784e-01
6.036983079671580654e-01,4.816869956145515830e-01,-7.968929801064058571e-01,3.420458789250203080e-01,2.258165659825468741e-02,-8.068347135357012423e-01
-5.512228622834353109e-01,8.181496456798469374e-01,-3.708767414789442829e-01,-4.159686898052172843e-01,7.473980189470783575e-01,3.969901842308847795e-01
-4.911787957964616202e-01,8.675707336484962395e-01,-8.196255702338126614e-01,-4.905913752413718076e-01,2.948852576492000943e-01,8.149309575288836427e-02
2.174366312189007222e-01,9.717496640939509156e-01,-8.581971746519472255e-01,1.455346330929604692e-01,4.649934632052274419e-01,-1.858016708853583721e-01
