3.500000000000000000e+01,5.282000000000000000e+03,3.269495785218623496e-10
7.140000000000000000e+02,6.612000000000000000e+03,1.014972883517373248e-09
7.700000000000000000e+02,9.062000000000000000e+03,6.092568383131435894e-07
1.554000000000000000e+03,1.578000000000000000e+03,9.570753192189584979e-07
2.505000000000000000e+03,5.906000000000000000e+03,5.899004108522731826e-07
3.724000000000000000e+03,9.512000000000000000e+03,1.389319947975309333e-08
3.760000000000000000e+03,4.848000000000000000e+03,2.851901201658124663e-03
4.072000000000000000e+03,6.425000000000000000e+03,1.891891088234842755e-10
4.848000000000000000e+03,3.760000000000000000e+03,2.851901201658124663e-03
5.282000000000000000e+03,3.500000000000000000e+01,3.269495785218623496e-10
5.667000000000000000e+03,6.139000000000000000e+03,5.198639130288285060e-08
5.906000000000000000e+03,2.505000000000000000e+03,5.899004108522731826e-07
6.139000000000000000e+03,5.667000000000000000e+03,5.198639130288285060e-08
6.425000000000000000e+03,4.072000000000000000e+03,1.891891088234842755e-10
6.612000000000000000e+03,7.140000000000000000e+02,1.014972883517373248e-09
8.042000000000000000e+03,8.403000000000000000e+03,1.440642660721636048e-08
8.403000000000000000e+03,8.042000000000000000e+03,1.440642660721636048e-08
9.062000000000000000e+03,7.700000000000000000e+02,6.092568383131435894e-07
9.512000000000000000e+03,3.724000000000000000e+03,1.389319947975309333e-08
9.946000000000000000e+03,8.662000000000000000e+03,5.495903732111173667e-10
2.934100000000000000e+04,8.737000000000000000e+03,1.820765760385256726e-14
3.822100000000000000e+04,2.184200000000000000e+04,1.506426106812064347e-05
